,trials,x,z,z_scaled,kernel,globalmax,t,id,environment,horizons,agent,Edistance
3541,0,29,80.9174106943249,50,17,61,0.0,401,smooth,5,gpt,-1
3542,1,28,76.92488388699894,47,17,61,0.0,401,smooth,5,gpt,1
3543,2,27,63.908313226338095,39,17,61,0.0,401,smooth,5,gpt,1
3544,3,30,73.30572322413714,44,17,61,0.0,401,smooth,5,gpt,3
3545,4,26,51.60622356887971,31,17,61,0.0,401,smooth,5,gpt,4
3546,5,25,44.26003173023777,27,17,61,0.0,401,smooth,5,gpt,1
3547,0,2,93.58317375717075,75,17,80,0.2,402,smooth,5,gpt,-1
3548,1,3,85.23521316824683,66,17,80,0.2,402,smooth,5,gpt,1
3549,2,4,71.11551174336252,57,17,80,0.2,402,smooth,5,gpt,1
3550,3,1,100.0,82,17,80,0.2,402,smooth,5,gpt,3
3551,4,5,46.38155536078868,36,17,80,0.2,402,smooth,5,gpt,4
3552,5,2,93.58317375717075,74,17,80,0.2,402,smooth,5,gpt,3
3553,0,8,35.960917715652855,23,10,64,0.4,403,smooth,5,gpt,-1
3554,1,7,37.07985145224207,23,10,64,0.4,403,smooth,5,gpt,1
3555,2,9,41.41918248262921,25,10,64,0.4,403,smooth,5,gpt,2
3556,3,10,54.02996893463663,36,10,64,0.4,403,smooth,5,gpt,1
3557,4,11,65.63840748446259,43,10,64,0.4,403,smooth,5,gpt,1
3558,5,12,67.77274062581414,45,10,64,0.4,403,smooth,5,gpt,1
3559,0,12,66.48684741171148,48,19,73,0.6,404,smooth,5,gpt,-1
3560,1,13,59.18622765240468,42,19,73,0.6,404,smooth,5,gpt,1
3561,2,14,65.74277842753801,48,19,73,0.6,404,smooth,5,gpt,1
3562,3,15,82.2687881059501,60,19,73,0.6,404,smooth,5,gpt,1
3563,4,16,89.02845363488477,66,19,73,0.6,404,smooth,5,gpt,1
3564,5,17,69.97460548726052,52,19,73,0.6,404,smooth,5,gpt,1
3565,0,16,50.04607487492915,32,34,65,0.8,405,smooth,5,gpt,-1
3566,1,17,38.65724709952218,24,34,65,0.8,405,smooth,5,gpt,1
3567,2,18,38.9863877756282,26,34,65,0.8,405,smooth,5,gpt,1
3568,3,15,78.84426473342904,50,34,65,0.8,405,smooth,5,gpt,3
3569,4,14,100.0,63,34,65,0.8,405,smooth,5,gpt,1
3570,5,13,94.1635003946672,61,34,65,0.8,405,smooth,5,gpt,1
3571,0,24,22.8184380836203,16,25,73,0.0,406,smooth,5,gpt,-1
3572,1,23,4.81441058193281,2,25,73,0.0,406,smooth,5,gpt,1
3573,2,25,51.05672237726209,37,25,73,0.0,406,smooth,5,gpt,2
3574,3,26,76.3157118050105,56,25,73,0.0,406,smooth,5,gpt,1
3575,4,27,82.49261808455867,59,25,73,0.0,406,smooth,5,gpt,1
3576,5,28,64.51809849839495,47,25,73,0.0,406,smooth,5,gpt,1
3577,0,7,48.38417454200903,35,3,70,0.2,407,smooth,5,gpt,-1
3578,1,8,54.10218126304285,39,3,70,0.2,407,smooth,5,gpt,1
3579,2,9,51.68658078739134,34,3,70,0.2,407,smooth,5,gpt,1
3580,3,8,54.10218126304285,38,3,70,0.2,407,smooth,5,gpt,1
3581,4,7,48.38417454200903,35,3,70,0.2,407,smooth,5,gpt,1
3582,5,8,54.10218126304285,38,3,70,0.2,407,smooth,5,gpt,1
3583,0,15,15.75911698794493,14,33,80,0.4,408,smooth,5,gpt,-1
3584,1,14,26.189973059892257,21,33,80,0.4,408,smooth,5,gpt,1
3585,2,16,14.310022987326098,11,33,80,0.4,408,smooth,5,gpt,2
3586,3,13,31.510488315399023,25,33,80,0.4,408,smooth,5,gpt,3
3587,4,12,28.83143034468796,22,33,80,0.4,408,smooth,5,gpt,1
3588,5,11,27.06796980238904,21,33,80,0.4,408,smooth,5,gpt,1
3589,0,6,67.6426277309128,42,4,61,0.6,409,smooth,5,gpt,-1
3590,1,7,73.66278377623541,45,4,61,0.6,409,smooth,5,gpt,1
3591,2,8,84.43710352090429,51,4,61,0.6,409,smooth,5,gpt,1
3592,3,9,93.06357241636536,57,4,61,0.6,409,smooth,5,gpt,1
3593,4,10,96.27087057053812,59,4,61,0.6,409,smooth,5,gpt,1
3594,5,11,84.51575500084888,52,4,61,0.6,409,smooth,5,gpt,1
3595,0,29,48.74818943332892,35,33,71,0.8,410,smooth,5,gpt,-1
3596,1,28,61.92979901943208,44,33,71,0.8,410,smooth,5,gpt,1
3597,2,27,72.63949022943949,51,33,71,0.8,410,smooth,5,gpt,1
3598,3,26,72.22878057449495,52,33,71,0.8,410,smooth,5,gpt,1
3599,4,25,59.76012288064978,43,33,71,0.8,410,smooth,5,gpt,1
3600,5,24,42.93976578395886,32,33,71,0.8,410,smooth,5,gpt,1
3601,0,4,40.48759608397331,27,26,69,0.0,411,smooth,5,gpt,-1
3602,1,5,40.3356998889531,29,26,69,0.0,411,smooth,5,gpt,1
3603,2,6,50.54816669017495,36,26,69,0.0,411,smooth,5,gpt,1
3604,3,7,75.06084765638589,52,26,69,0.0,411,smooth,5,gpt,1
3605,4,8,95.57327198254492,67,26,69,0.0,411,smooth,5,gpt,1
3606,5,9,91.42781590145536,65,26,69,0.0,411,smooth,5,gpt,1
3607,0,14,30.27283087901141,24,2,76,0.2,412,smooth,5,gpt,-1
3608,1,13,14.020871597411698,11,2,76,0.2,412,smooth,5,gpt,1
3609,2,15,42.52307936064416,31,2,76,0.2,412,smooth,5,gpt,2
3610,3,16,49.32081743106002,38,2,76,0.2,412,smooth,5,gpt,1
3611,4,17,46.73203973257149,34,2,76,0.2,412,smooth,5,gpt,1
3612,5,18,30.7281951136072,23,2,76,0.2,412,smooth,5,gpt,1
3613,0,24,61.38283306580333,41,24,69,0.4,413,smooth,5,gpt,-1
3614,1,23,67.03089586164484,44,24,69,0.4,413,smooth,5,gpt,1
3615,2,22,73.25139222842392,52,24,69,0.4,413,smooth,5,gpt,1
3616,3,25,58.831632221908194,40,24,69,0.4,413,smooth,5,gpt,3
3617,4,26,57.5387571830552,40,24,69,0.4,413,smooth,5,gpt,1
3618,5,21,75.95331193068758,52,24,69,0.4,413,smooth,5,gpt,5
3619,0,30,0.0,2,19,68,0.6,414,smooth,5,gpt,-1
3620,1,29,10.87423858721656,8,19,68,0.6,414,smooth,5,gpt,1
3621,2,28,37.12854176712923,23,19,68,0.6,414,smooth,5,gpt,1
3622,3,27,51.85372681163484,35,19,68,0.6,414,smooth,5,gpt,1
3623,4,26,47.25878053535909,31,19,68,0.6,414,smooth,5,gpt,1
3624,5,25,33.41559629531976,22,19,68,0.6,414,smooth,5,gpt,1
3625,0,14,47.771408561565046,38,14,79,0.8,415,smooth,5,gpt,-1
3626,1,15,17.6181210177056,13,14,79,0.8,415,smooth,5,gpt,1
3627,2,13,72.37933474793951,55,14,79,0.8,415,smooth,5,gpt,2
3628,3,12,62.35806158000568,50,14,79,0.8,415,smooth,5,gpt,1
3629,4,11,32.970452368672746,26,14,79,0.8,415,smooth,5,gpt,1
3630,5,13,72.37933474793951,57,14,79,0.8,415,smooth,5,gpt,2
3631,0,2,67.96114945409657,46,7,67,0.0,416,smooth,5,gpt,-1
3632,1,3,51.99212422545935,34,7,67,0.0,416,smooth,5,gpt,1
3633,2,4,29.93078494205862,20,7,67,0.0,416,smooth,5,gpt,1
3634,3,1,60.13699535658993,40,7,67,0.0,416,smooth,5,gpt,3
3635,4,2,67.96114945409657,47,7,67,0.0,416,smooth,5,gpt,1
3636,5,1,60.13699535658993,42,7,67,0.0,416,smooth,5,gpt,1
3637,0,17,87.52740502852976,60,12,68,0.2,417,smooth,5,gpt,-1
3638,1,18,62.05030459958362,42,12,68,0.2,417,smooth,5,gpt,1
3639,2,16,99.0742556392874,67,12,68,0.2,417,smooth,5,gpt,2
3640,3,15,81.57744896305118,57,12,68,0.2,417,smooth,5,gpt,1
3641,4,14,43.49181320521283,31,12,68,0.2,417,smooth,5,gpt,1
3642,5,19,45.39544237243327,30,12,68,0.2,417,smooth,5,gpt,5
3643,0,23,82.40977959430674,57,32,68,0.4,418,smooth,5,gpt,-1
3644,1,22,76.27278658635963,52,32,68,0.4,418,smooth,5,gpt,1
3645,2,24,80.18833833935656,56,32,68,0.4,418,smooth,5,gpt,2
3646,3,25,67.39059239466857,45,32,68,0.4,418,smooth,5,gpt,1
3647,4,21,63.616407148190014,42,32,68,0.4,418,smooth,5,gpt,4
3648,5,23,82.40977959430674,56,32,68,0.4,418,smooth,5,gpt,2
3649,0,21,17.17688349130302,10,39,60,0.6,419,smooth,5,gpt,-1
3650,1,22,1.96154452105445,0,39,60,0.6,419,smooth,5,gpt,1
3651,2,20,40.08538394718157,23,39,60,0.6,419,smooth,5,gpt,2
3652,3,19,61.056663881287975,37,39,60,0.6,419,smooth,5,gpt,1
3653,4,18,74.86850028953963,46,39,60,0.6,419,smooth,5,gpt,1
3654,5,17,83.31842277143971,49,39,60,0.6,419,smooth,5,gpt,1
3655,0,1,70.10389963346076,52,13,75,0.8,420,smooth,5,gpt,-1
3656,1,2,76.48749721648318,57,13,75,0.8,420,smooth,5,gpt,1
3657,2,3,75.13468637646645,56,13,75,0.8,420,smooth,5,gpt,1
3658,3,4,74.23121200371932,56,13,75,0.8,420,smooth,5,gpt,1
3659,4,5,76.98180191763099,59,13,75,0.8,420,smooth,5,gpt,1
3660,5,6,70.96713557940727,53,13,75,0.8,420,smooth,5,gpt,1
3661,0,11,47.31992302582339,34,1,70,0.0,421,smooth,5,gpt,-1
3662,1,12,55.9352765631518,39,1,70,0.0,421,smooth,5,gpt,1
3663,2,13,66.40993771064414,46,1,70,0.0,421,smooth,5,gpt,1
3664,3,14,61.793898987916165,43,1,70,0.0,421,smooth,5,gpt,1
3665,4,15,53.793500481399526,39,1,70,0.0,421,smooth,5,gpt,1
3666,5,16,59.74174062530081,42,1,70,0.0,421,smooth,5,gpt,1
3667,0,6,50.54816669017495,36,26,74,0.2,422,smooth,5,gpt,-1
3668,1,7,75.06084765638589,57,26,74,0.2,422,smooth,5,gpt,1
3669,2,8,95.57327198254492,71,26,74,0.2,422,smooth,5,gpt,1
3670,3,9,91.42781590145536,69,26,74,0.2,422,smooth,5,gpt,1
3671,4,10,66.54476365366125,50,26,74,0.2,422,smooth,5,gpt,1
3672,5,8,95.57327198254492,72,26,74,0.2,422,smooth,5,gpt,2
3673,0,15,15.789578412695851,12,20,80,0.4,423,smooth,5,gpt,-1
3674,1,16,24.63619576073217,21,20,80,0.4,423,smooth,5,gpt,1
3675,2,17,43.2799625411233,35,20,80,0.4,423,smooth,5,gpt,1
3676,3,18,65.11280457304154,51,20,80,0.4,423,smooth,5,gpt,1
3677,4,19,86.57050895916107,69,20,80,0.4,423,smooth,5,gpt,1
3678,5,20,100.0,81,20,80,0.4,423,smooth,5,gpt,1
3679,0,19,15.4921375157552,10,19,64,0.6,424,smooth,5,gpt,-1
3680,1,18,36.62763166612521,22,19,64,0.6,424,smooth,5,gpt,1
3681,2,17,69.97460548726052,45,19,64,0.6,424,smooth,5,gpt,1
3682,3,16,89.02845363488477,56,19,64,0.6,424,smooth,5,gpt,1
3683,4,15,82.2687881059501,53,19,64,0.6,424,smooth,5,gpt,1
3684,5,18,36.62763166612521,22,19,64,0.6,424,smooth,5,gpt,3
3685,0,9,32.44014536251028,18,27,60,0.8,425,smooth,5,gpt,-1
3686,1,10,43.71860390564362,26,27,60,0.8,425,smooth,5,gpt,1
3687,2,11,52.868205630980746,32,27,60,0.8,425,smooth,5,gpt,1
3688,3,12,55.0624214885839,32,27,60,0.8,425,smooth,5,gpt,1
3689,4,13,60.34535641267718,37,27,60,0.8,425,smooth,5,gpt,1
3690,5,14,67.60320026706097,40,27,60,0.8,425,smooth,5,gpt,1
3691,0,22,0.0,1,33,71,0.0,426,smooth,5,gpt,-1
3692,1,23,17.93276037820016,11,33,71,0.0,426,smooth,5,gpt,1
3693,2,24,42.93976578395886,31,33,71,0.0,426,smooth,5,gpt,1
3694,3,25,59.76012288064978,43,33,71,0.0,426,smooth,5,gpt,1
3695,4,26,72.22878057449495,50,33,71,0.0,426,smooth,5,gpt,1
3696,5,25,59.76012288064978,43,33,71,0.0,426,smooth,5,gpt,1
3697,0,20,3.6777347207808098,3,17,66,0.2,427,smooth,5,gpt,-1
3698,1,19,5.56626509715807,3,17,66,0.2,427,smooth,5,gpt,1
3699,2,21,18.30625999993098,11,17,66,0.2,427,smooth,5,gpt,2
3700,3,22,34.61831884241202,22,17,66,0.2,427,smooth,5,gpt,1
3701,4,23,40.55175438971857,26,17,66,0.2,427,smooth,5,gpt,1
3702,5,24,41.0991516499542,28,17,66,0.2,427,smooth,5,gpt,1
3703,0,16,7.942998123673039,6,30,63,0.4,428,smooth,5,gpt,-1
3704,1,15,0.0,0,30,63,0.4,428,smooth,5,gpt,1
3705,2,17,19.59124468097564,14,30,63,0.4,428,smooth,5,gpt,2
3706,3,18,30.581606862494898,19,30,63,0.4,428,smooth,5,gpt,1
3707,4,19,38.25851950026677,25,30,63,0.4,428,smooth,5,gpt,1
3708,5,20,37.901202333460034,23,30,63,0.4,428,smooth,5,gpt,1
3709,0,20,6.581116173051341,6,2,60,0.6,429,smooth,5,gpt,-1
3710,1,21,29.082903825359253,15,2,60,0.6,429,smooth,5,gpt,1
3711,2,22,48.81188972560852,29,2,60,0.6,429,smooth,5,gpt,1
3712,3,23,44.58625345968816,27,2,60,0.6,429,smooth,5,gpt,1
3713,4,22,48.81188972560852,28,2,60,0.6,429,smooth,5,gpt,1
3714,5,23,44.58625345968816,27,2,60,0.6,429,smooth,5,gpt,1
3715,0,10,12.26718826269923,12,21,75,0.8,430,smooth,5,gpt,-1
3716,1,11,0.7325044490403501,0,21,75,0.8,430,smooth,5,gpt,1
3717,2,9,29.25005461693849,21,21,75,0.8,430,smooth,5,gpt,2
3718,3,8,38.96106558592875,28,21,75,0.8,430,smooth,5,gpt,1
3719,4,7,44.87617759180018,33,21,75,0.8,430,smooth,5,gpt,1
3720,5,6,55.869695352409884,41,21,75,0.8,430,smooth,5,gpt,1
3721,0,11,49.70772499780818,38,20,78,0.0,431,smooth,5,gpt,-1
3722,1,12,43.3641137234982,34,20,78,0.0,431,smooth,5,gpt,1
3723,2,13,34.73188344611166,26,20,78,0.0,431,smooth,5,gpt,1
3724,3,10,49.60656156447567,38,20,78,0.0,431,smooth,5,gpt,3
3725,4,9,34.02870283338342,27,20,78,0.0,431,smooth,5,gpt,1
3726,5,11,49.70772499780818,39,20,78,0.0,431,smooth,5,gpt,2
3727,0,19,100.0,77,9,78,0.2,432,smooth,5,gpt,-1
3728,1,18,94.3604492366724,75,9,78,0.2,432,smooth,5,gpt,1
3729,2,20,90.35846267706472,71,9,78,0.2,432,smooth,5,gpt,2
3730,3,21,63.83660304939222,49,9,78,0.2,432,smooth,5,gpt,1
3731,4,17,71.76450067071728,55,9,78,0.2,432,smooth,5,gpt,4
3732,5,19,100.0,77,9,78,0.2,432,smooth,5,gpt,2
3733,0,22,62.19448101366961,40,8,63,0.4,433,smooth,5,gpt,-1
3734,1,21,61.13177045644982,38,8,63,0.4,433,smooth,5,gpt,1
3735,2,23,53.63882378941637,34,8,63,0.4,433,smooth,5,gpt,2
3736,3,24,46.082761093202365,28,8,63,0.4,433,smooth,5,gpt,1
3737,4,25,47.55274241819322,33,8,63,0.4,433,smooth,5,gpt,1
3738,5,26,45.12938802853813,29,8,63,0.4,433,smooth,5,gpt,1
3739,0,15,64.64059353807522,39,23,61,0.6,434,smooth,5,gpt,-1
3740,1,14,63.743672363335534,40,23,61,0.6,434,smooth,5,gpt,1
3741,2,16,56.28511326719033,37,23,61,0.6,434,smooth,5,gpt,2
3742,3,13,53.702395878932144,32,23,61,0.6,434,smooth,5,gpt,3
3743,4,17,47.32855110928829,28,23,61,0.6,434,smooth,5,gpt,4
3744,5,18,49.68715056471773,30,23,61,0.6,434,smooth,5,gpt,1
3745,0,30,72.75987883681513,58,21,77,0.8,435,smooth,5,gpt,-1
3746,1,29,78.90135572604741,60,21,77,0.8,435,smooth,5,gpt,1
3747,2,28,87.08950633423159,67,21,77,0.8,435,smooth,5,gpt,1
3748,3,27,94.16487705496246,72,21,77,0.8,435,smooth,5,gpt,1
3749,4,26,89.96907608860631,71,21,77,0.8,435,smooth,5,gpt,1
3750,5,25,71.47058979849365,53,21,77,0.8,435,smooth,5,gpt,1
3751,0,23,57.299263848412174,38,21,66,0.0,436,smooth,5,gpt,-1
3752,1,22,79.62657687224072,52,21,66,0.0,436,smooth,5,gpt,1
3753,2,21,100.0,64,21,66,0.0,436,smooth,5,gpt,1
3754,3,24,54.10158764277342,36,21,66,0.0,436,smooth,5,gpt,3
3755,4,25,71.47058979849365,47,21,66,0.0,436,smooth,5,gpt,1
3756,5,26,89.96907608860631,58,21,66,0.0,436,smooth,5,gpt,1
3757,0,11,49.736796564285314,32,15,63,0.2,437,smooth,5,gpt,-1
3758,1,12,56.13939290561613,35,15,63,0.2,437,smooth,5,gpt,1
3759,2,13,60.78728459378355,40,15,63,0.2,437,smooth,5,gpt,1
3760,3,14,55.97956408081649,35,15,63,0.2,437,smooth,5,gpt,1
3761,4,13,60.78728459378355,37,15,63,0.2,437,smooth,5,gpt,1
3762,5,12,56.13939290561613,35,15,63,0.2,437,smooth,5,gpt,1
3763,0,5,5.7946883642296605,4,22,68,0.4,438,smooth,5,gpt,-1
3764,1,6,0.0,0,22,68,0.4,438,smooth,5,gpt,1
3765,2,4,14.06747830277858,9,22,68,0.4,438,smooth,5,gpt,2
3766,3,3,14.16492161368904,9,22,68,0.4,438,smooth,5,gpt,1
3767,4,2,8.81999450090003,6,22,68,0.4,438,smooth,5,gpt,1
3768,5,1,9.16426972132612,5,22,68,0.4,438,smooth,5,gpt,1
3769,0,14,47.771408561565046,36,14,76,0.6,439,smooth,5,gpt,-1
3770,1,15,17.6181210177056,16,14,76,0.6,439,smooth,5,gpt,1
3771,2,13,72.37933474793951,54,14,76,0.6,439,smooth,5,gpt,2
3772,3,12,62.35806158000568,49,14,76,0.6,439,smooth,5,gpt,1
3773,4,13,72.37933474793951,55,14,76,0.6,439,smooth,5,gpt,1
3774,5,13,72.37933474793951,55,14,76,0.6,439,smooth,5,gpt,0
3775,0,19,100.0,69,26,69,0.8,440,smooth,5,gpt,-1
3776,1,18,91.3144800128626,63,26,69,0.8,440,smooth,5,gpt,1
3777,2,20,86.96621929072221,58,26,69,0.8,440,smooth,5,gpt,2
3778,3,21,71.53570715603615,49,26,69,0.8,440,smooth,5,gpt,1
3779,4,17,61.9580551738059,42,26,69,0.8,440,smooth,5,gpt,4
3780,5,16,29.653744641716628,21,26,69,0.8,440,smooth,5,gpt,1
3781,0,12,27.57259307707352,20,12,77,0.0,441,smooth,5,gpt,-1
3782,1,13,16.26235214247408,12,12,77,0.0,441,smooth,5,gpt,1
3783,2,14,43.49181320521283,33,12,77,0.0,441,smooth,5,gpt,1
3784,3,15,81.57744896305118,63,12,77,0.0,441,smooth,5,gpt,1
3785,4,16,99.0742556392874,76,12,77,0.0,441,smooth,5,gpt,1
3786,5,17,87.52740502852976,67,12,77,0.0,441,smooth,5,gpt,1
3787,0,18,78.18020986867207,53,36,67,0.2,442,smooth,5,gpt,-1
3788,1,19,61.11441490548914,41,36,67,0.2,442,smooth,5,gpt,1
3789,2,17,81.41445974114907,54,36,67,0.2,442,smooth,5,gpt,2
3790,3,16,65.35110178599335,41,36,67,0.2,442,smooth,5,gpt,1
3791,4,20,53.45868420903741,36,36,67,0.2,442,smooth,5,gpt,4
3792,5,21,60.1350909933565,40,36,67,0.2,442,smooth,5,gpt,1
3793,0,8,54.10218126304285,42,3,77,0.4,443,smooth,5,gpt,-1
3794,1,9,51.68658078739134,40,3,77,0.4,443,smooth,5,gpt,1
3795,2,10,50.970579001907325,40,3,77,0.4,443,smooth,5,gpt,1
3796,3,7,48.38417454200903,37,3,77,0.4,443,smooth,5,gpt,3
3797,4,6,32.55660006083299,23,3,77,0.4,443,smooth,5,gpt,1
3798,5,9,51.68658078739134,40,3,77,0.4,443,smooth,5,gpt,3
3799,0,5,0.0,1,9,64,0.6,444,smooth,5,gpt,-1
3800,1,6,5.71068533948004,4,9,64,0.6,444,smooth,5,gpt,1
3801,2,7,15.92453136237881,8,9,64,0.6,444,smooth,5,gpt,1
3802,3,8,18.55710169950514,13,9,64,0.6,444,smooth,5,gpt,1
3803,4,9,9.19676347943957,8,9,64,0.6,444,smooth,5,gpt,1
3804,5,8,18.55710169950514,11,9,64,0.6,444,smooth,5,gpt,1
3805,0,10,0.0,2,13,67,0.8,445,smooth,5,gpt,-1
3806,1,11,5.02842550497941,3,13,67,0.8,445,smooth,5,gpt,1
3807,2,12,14.59415724770537,9,13,67,0.8,445,smooth,5,gpt,1
3808,3,13,26.540717331978048,17,13,67,0.8,445,smooth,5,gpt,1
3809,4,14,41.81199391011647,29,13,67,0.8,445,smooth,5,gpt,1
3810,5,15,54.74284383173352,37,13,67,0.8,445,smooth,5,gpt,1
3811,0,5,70.27571307116818,46,33,65,0.0,446,smooth,5,gpt,-1
3812,1,6,33.11876771204268,21,33,65,0.0,446,smooth,5,gpt,1
3813,2,7,20.49774833529216,13,33,65,0.0,446,smooth,5,gpt,1
3814,3,4,92.10563267123676,59,33,65,0.0,446,smooth,5,gpt,3
3815,4,3,98.86734917334056,65,33,65,0.0,446,smooth,5,gpt,1
3816,5,2,100.0,67,33,65,0.0,446,smooth,5,gpt,1
3817,0,25,47.55274241819322,34,8,71,0.2,447,smooth,5,gpt,-1
3818,1,24,46.082761093202365,33,8,71,0.2,447,smooth,5,gpt,1
3819,2,23,53.63882378941637,38,8,71,0.2,447,smooth,5,gpt,1
3820,3,26,45.12938802853813,31,8,71,0.2,447,smooth,5,gpt,3
3821,4,27,35.57980950065754,27,8,71,0.2,447,smooth,5,gpt,1
3822,5,22,62.19448101366961,47,8,71,0.2,447,smooth,5,gpt,5
3823,0,28,61.92979901943208,44,33,73,0.4,448,smooth,5,gpt,-1
3824,1,27,72.63949022943949,54,33,73,0.4,448,smooth,5,gpt,1
3825,2,29,48.74818943332892,35,33,73,0.4,448,smooth,5,gpt,2
3826,3,26,72.22878057449495,54,33,73,0.4,448,smooth,5,gpt,3
3827,4,30,39.8492701899542,27,33,73,0.4,448,smooth,5,gpt,4
3828,5,27,72.63949022943949,54,33,73,0.4,448,smooth,5,gpt,3
3829,0,16,14.310022987326098,10,33,76,0.6,449,smooth,5,gpt,-1
3830,1,17,27.21918517093892,19,33,76,0.6,449,smooth,5,gpt,1
3831,2,18,46.89741750163109,39,33,76,0.6,449,smooth,5,gpt,1
3832,3,19,62.15563360262073,48,33,76,0.6,449,smooth,5,gpt,1
3833,4,20,53.55844461225168,41,33,76,0.6,449,smooth,5,gpt,1
3834,5,19,62.15563360262073,48,33,76,0.6,449,smooth,5,gpt,1
3835,0,25,77.65821132888406,56,14,72,0.8,450,smooth,5,gpt,-1
3836,1,24,64.82627421709266,47,14,72,0.8,450,smooth,5,gpt,1
3837,2,23,47.99290535385783,35,14,72,0.8,450,smooth,5,gpt,1
3838,3,26,73.09698607667117,52,14,72,0.8,450,smooth,5,gpt,3
3839,4,27,52.1906061185611,38,14,72,0.8,450,smooth,5,gpt,1
3840,5,28,28.97775936080082,20,14,72,0.8,450,smooth,5,gpt,1
3841,0,26,2.03310562069523,3,26,73,0.0,451,smooth,5,gpt,-1
3842,1,25,12.51272720774748,12,26,73,0.0,451,smooth,5,gpt,1
3843,2,24,30.966363298922488,23,26,73,0.0,451,smooth,5,gpt,1
3844,3,23,49.645979579734615,37,26,73,0.0,451,smooth,5,gpt,1
3845,4,22,62.07727266239378,45,26,73,0.0,451,smooth,5,gpt,1
3846,5,21,71.53570715603615,50,26,73,0.0,451,smooth,5,gpt,1
3847,0,24,0.76126256164341,0,9,72,0.2,452,smooth,5,gpt,-1
3848,1,23,1.27175801152189,2,9,72,0.2,452,smooth,5,gpt,1
3849,2,22,27.32086841680783,18,9,72,0.2,452,smooth,5,gpt,1
3850,3,21,63.83660304939222,45,9,72,0.2,452,smooth,5,gpt,1
3851,4,20,90.35846267706472,65,9,72,0.2,452,smooth,5,gpt,1
3852,5,19,100.0,73,9,72,0.2,452,smooth,5,gpt,1
3853,0,8,84.43710352090429,54,4,65,0.4,453,smooth,5,gpt,-1
3854,1,9,93.06357241636536,61,4,65,0.4,453,smooth,5,gpt,1
3855,2,10,96.27087057053812,61,4,65,0.4,453,smooth,5,gpt,1
3856,3,7,73.66278377623541,49,4,65,0.4,453,smooth,5,gpt,3
3857,4,9,93.06357241636536,60,4,65,0.4,453,smooth,5,gpt,2
3858,5,10,96.27087057053812,62,4,65,0.4,453,smooth,5,gpt,1
3859,0,4,84.42527937245109,53,16,62,0.6,454,smooth,5,gpt,-1
3860,1,5,71.56035063150914,45,16,62,0.6,454,smooth,5,gpt,1
3861,2,6,49.19817602267975,32,16,62,0.6,454,smooth,5,gpt,1
3862,3,3,77.68153252392527,48,16,62,0.6,454,smooth,5,gpt,3
3863,4,2,57.11751508891899,37,16,62,0.6,454,smooth,5,gpt,1
3864,5,1,32.61047499454056,19,16,62,0.6,454,smooth,5,gpt,1
3865,0,10,42.05217824270238,28,39,67,0.8,455,smooth,5,gpt,-1
3866,1,11,50.88855575082933,34,39,67,0.8,455,smooth,5,gpt,1
3867,2,12,67.1471361237324,43,39,67,0.8,455,smooth,5,gpt,1
3868,3,13,87.15265397381312,58,39,67,0.8,455,smooth,5,gpt,1
3869,4,14,99.95969600661948,68,39,67,0.8,455,smooth,5,gpt,1
3870,5,15,100.0,68,39,67,0.8,455,smooth,5,gpt,1
3871,0,22,22.31820580279656,17,13,78,0.0,456,smooth,5,gpt,-1
3872,1,23,26.50892348294268,22,13,78,0.0,456,smooth,5,gpt,1
3873,2,24,37.00733824277181,28,13,78,0.0,456,smooth,5,gpt,1
3874,3,25,56.88641647175368,44,13,78,0.0,456,smooth,5,gpt,1
3875,4,26,82.8632772158036,64,13,78,0.0,456,smooth,5,gpt,1
3876,5,27,100.0,78,13,78,0.0,456,smooth,5,gpt,1
3877,0,13,16.549795980461628,12,32,68,0.2,457,smooth,5,gpt,-1
3878,1,14,45.59936025491648,30,32,68,0.2,457,smooth,5,gpt,1
3879,2,15,81.74652111195516,55,32,68,0.2,457,smooth,5,gpt,1
3880,3,16,100.0,67,32,68,0.2,457,smooth,5,gpt,1
3881,4,17,93.69317318154856,63,32,68,0.2,457,smooth,5,gpt,1
3882,5,18,65.74371280473204,46,32,68,0.2,457,smooth,5,gpt,1
3883,0,15,81.74652111195516,63,32,79,0.4,458,smooth,5,gpt,-1
3884,1,16,100.0,78,32,79,0.4,458,smooth,5,gpt,1
3885,2,17,93.69317318154856,75,32,79,0.4,458,smooth,5,gpt,1
3886,3,18,65.74371280473204,52,32,79,0.4,458,smooth,5,gpt,1
3887,4,16,100.0,80,32,79,0.4,458,smooth,5,gpt,2
3888,5,15,81.74652111195516,64,32,79,0.4,458,smooth,5,gpt,1
3889,0,23,1.27175801152189,2,9,69,0.6,459,smooth,5,gpt,-1
3890,1,22,27.32086841680783,19,9,69,0.6,459,smooth,5,gpt,1
3891,2,24,0.76126256164341,0,9,69,0.6,459,smooth,5,gpt,2
3892,3,21,63.83660304939222,43,9,69,0.6,459,smooth,5,gpt,3
3893,4,20,90.35846267706472,63,9,69,0.6,459,smooth,5,gpt,1
3894,5,19,100.0,69,9,69,0.6,459,smooth,5,gpt,1
3895,0,25,85.2397683387074,51,34,61,0.8,460,smooth,5,gpt,-1
3896,1,24,91.12870124268493,56,34,61,0.8,460,smooth,5,gpt,1
3897,2,23,71.58811875978517,45,34,61,0.8,460,smooth,5,gpt,1
3898,3,26,59.4660589471055,35,34,61,0.8,460,smooth,5,gpt,3
