,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,trials,x,z,kernel,environment,agent,grid,horizons,Edistance
7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,0,3,17,66.6395086469638,23,rough,random,2,5,14
7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,0,4,9,22.17193210504268,23,rough,random,2,5,8
7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,0,5,18,50.39791783503856,23,rough,random,2,5,9
7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,0,1,0,58.56858967237933,23,rough,random,3,5,-1
7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,0,2,5,67.2823629937803,23,rough,random,3,5,5
7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,7167,0,3,12,78.97747313007793,23,rough,random,3,5,7
7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,0,4,22,53.90719315171874,23,rough,random,3,5,10
7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,7169,0,5,13,68.59250998356424,23,rough,random,3,5,9
7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,0,1,13,68.59250998356424,23,rough,random,4,5,-1
7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,7171,0,2,11,57.96059047562273,23,rough,random,4,5,2
7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,0,3,21,54.29699720482415,23,rough,random,4,5,10
7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,7173,0,4,11,57.96059047562273,23,rough,random,4,5,10
7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,0,5,12,78.97747313007793,23,rough,random,4,5,1
7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,7175,0,1,13,68.59250998356424,23,rough,random,5,5,-1
7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,7176,0,2,17,66.6395086469638,23,rough,random,5,5,4
7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,7177,0,3,1,64.96673673057288,23,rough,random,5,5,16
7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,0,4,18,50.39791783503856,23,rough,random,5,5,17
7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,7179,0,5,13,68.59250998356424,23,rough,random,5,5,5
7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,0,1,29,69.56060660953196,23,rough,random,6,5,-1
7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,0,2,25,94.18013116297988,23,rough,random,6,5,4
7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,7182,0,3,6,51.69768169239033,23,rough,random,6,5,19
7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,7183,0,4,14,67.87040437867742,23,rough,random,6,5,8
7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,0,5,21,54.29699720482415,23,rough,random,6,5,7
7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,7185,0,1,9,22.17193210504268,23,rough,random,7,5,-1
7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,0,2,14,67.87040437867742,23,rough,random,7,5,5
7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,0,3,25,94.18013116297988,23,rough,random,7,5,11
7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,0,4,13,68.59250998356424,23,rough,random,7,5,12
7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,7189,0,5,29,69.56060660953196,23,rough,random,7,5,16
7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,0,1,18,50.39791783503856,23,rough,random,8,5,-1
7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,7191,0,2,23,70.46905508594735,23,rough,random,8,5,5
7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,7192,0,3,25,94.18013116297988,23,rough,random,8,5,2
7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,0,4,21,54.29699720482415,23,rough,random,8,5,4
7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,0,5,10,43.89024202496359,23,rough,random,8,5,11
7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,0,1,15,81.68598723679837,23,rough,random,9,5,-1
7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,0,2,28,94.9224105566015,23,rough,random,9,5,13
7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,0,3,12,78.97747313007793,23,rough,random,9,5,16
7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,7198,0,4,5,67.2823629937803,23,rough,random,9,5,7
7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,0,5,16,89.2074689064824,23,rough,random,9,5,11
7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,0,1,0,67.00168170121687,24,rough,random,0,5,-1
7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,0,2,27,48.60740197945941,24,rough,random,0,5,27
7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,0,3,2,40.8254134553918,24,rough,random,0,5,25
7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,0,4,14,50.26801185991666,24,rough,random,0,5,12
7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,7204,0,5,14,50.26801185991666,24,rough,random,0,5,0
7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,0,1,24,56.51360858737373,24,rough,random,1,5,-1
7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,0,2,11,68.9789542833985,24,rough,random,1,5,13
7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,7207,0,3,23,44.88198883408545,24,rough,random,1,5,12
7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,0,4,4,19.895917342050737,24,rough,random,1,5,19
7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,7209,0,5,9,8.373493712820029,24,rough,random,1,5,5
7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,7210,0,1,25,20.303396674053577,24,rough,random,2,5,-1
7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,7211,0,2,24,56.51360858737373,24,rough,random,2,5,1
7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,7212,0,3,16,6.952231760967353,24,rough,random,2,5,8
7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,7213,0,4,2,40.8254134553918,24,rough,random,2,5,14
7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,0,5,8,19.64169934092946,24,rough,random,2,5,6
7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,7215,0,1,15,9.319035128729135,24,rough,random,3,5,-1
7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,0,2,7,52.15630870004625,24,rough,random,3,5,8
7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,7217,0,3,19,89.18477490648958,24,rough,random,3,5,12
7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,0,4,9,8.373493712820029,24,rough,random,3,5,10
7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,7219,0,5,12,95.5161296130002,24,rough,random,3,5,3
7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,0,1,27,48.60740197945941,24,rough,random,4,5,-1
7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,7221,0,2,10,25.324525058047165,24,rough,random,4,5,17
7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,0,3,23,44.88198883408545,24,rough,random,4,5,13
7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,7223,0,4,24,56.51360858737373,24,rough,random,4,5,1
7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,0,5,14,50.26801185991666,24,rough,random,4,5,10
7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,7225,0,1,16,6.952231760967353,24,rough,random,5,5,-1
7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,7226,0,2,8,19.64169934092946,24,rough,random,5,5,8
7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,7227,0,3,8,19.64169934092946,24,rough,random,5,5,0
7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,7228,0,4,22,38.05793336553745,24,rough,random,5,5,14
7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,0,5,1,39.077970106875625,24,rough,random,5,5,21
7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,7230,0,1,11,68.9789542833985,24,rough,random,6,5,-1
7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,7231,0,2,8,19.64169934092946,24,rough,random,6,5,3
7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,7232,0,3,3,22.414747661997342,24,rough,random,6,5,5
7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,7233,0,4,20,77.37447277489935,24,rough,random,6,5,17
7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,7234,0,5,27,48.60740197945941,24,rough,random,6,5,7
7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,7235,0,1,5,34.352476039347465,24,rough,random,7,5,-1
7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,7236,0,2,12,95.5161296130002,24,rough,random,7,5,7
7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,7237,0,3,0,67.00168170121687,24,rough,random,7,5,12
7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,7238,0,4,0,67.00168170121687,24,rough,random,7,5,0
7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,7239,0,5,15,9.319035128729135,24,rough,random,7,5,15
7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,7240,0,1,11,68.9789542833985,24,rough,random,8,5,-1
7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,7241,0,2,2,40.8254134553918,24,rough,random,8,5,9
7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,0,3,27,48.60740197945941,24,rough,random,8,5,25
7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,7243,0,4,11,68.9789542833985,24,rough,random,8,5,16
7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,0,5,18,100.0,24,rough,random,8,5,7
7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,7245,0,1,2,40.8254134553918,24,rough,random,9,5,-1
7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,0,2,22,38.05793336553745,24,rough,random,9,5,20
7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,7247,0,3,18,100.0,24,rough,random,9,5,4
7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,0,4,25,20.303396674053577,24,rough,random,9,5,7
7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,0,5,27,48.60740197945941,24,rough,random,9,5,2
7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,7250,0,1,3,56.45738851469781,25,rough,random,0,5,-1
7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,7251,0,2,15,67.34661364842259,25,rough,random,0,5,12
7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,7252,0,3,18,33.83568595724665,25,rough,random,0,5,3
7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,7253,0,4,11,0.0,25,rough,random,0,5,7
7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,7254,0,5,9,64.83492205094099,25,rough,random,0,5,2
7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,7255,0,1,12,15.434480065866175,25,rough,random,1,5,-1
7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,7256,0,2,13,66.63054475114288,25,rough,random,1,5,1
7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,0,3,24,24.461970483814635,25,rough,random,1,5,11
7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,7258,0,4,17,79.87404451025614,25,rough,random,1,5,7
7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,0,5,5,28.29458497256308,25,rough,random,1,5,12
7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,7260,0,1,24,24.461970483814635,25,rough,random,2,5,-1
7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,7261,0,2,11,0.0,25,rough,random,2,5,13
7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,0,3,5,28.29458497256308,25,rough,random,2,5,6
7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,7263,0,4,6,70.40433897844852,25,rough,random,2,5,1
7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,0,5,17,79.87404451025614,25,rough,random,2,5,11
7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,0,1,7,78.87056680501328,25,rough,random,3,5,-1
7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,7266,0,2,4,30.73250374609748,25,rough,random,3,5,3
7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,7267,0,3,2,45.94266175451913,25,rough,random,3,5,2
7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,0,4,25,29.227700415435493,25,rough,random,3,5,23
7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,7269,0,5,6,70.40433897844852,25,rough,random,3,5,19
7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,7270,0,1,5,28.29458497256308,25,rough,random,4,5,-1
7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,0,2,21,34.7845536438343,25,rough,random,4,5,16
