,trials,x,z,z_scaled,kernel,globalmax,t,id,environment,Unnamed: 0.1,horizons,agent,Edistance
622,2,11,49.70772499780818,31,20,64,1.0,185,smooth,2.0,10.0,per_gpt,2
623,3,10,49.60656156447567,33,20,64,1.0,185,smooth,3.0,10.0,per_gpt,1
624,4,9,34.02870283338342,21,20,64,1.0,185,smooth,4.0,10.0,per_gpt,1
625,5,14,22.24073663214069,14,20,64,1.0,185,smooth,5.0,10.0,per_gpt,5
626,6,15,15.789578412695851,10,20,64,1.0,185,smooth,6.0,10.0,per_gpt,1
627,7,16,24.63619576073217,18,20,64,1.0,185,smooth,7.0,10.0,per_gpt,1
628,8,17,43.279962541123304,27,20,64,1.0,185,smooth,8.0,10.0,per_gpt,1
629,9,18,65.11280457304154,41,20,64,1.0,185,smooth,9.0,10.0,per_gpt,1
630,10,19,86.57050895916107,57,20,64,1.0,185,smooth,10.0,10.0,per_gpt,1
631,0,5,29.088118294566513,23,0,75,1.0,186,smooth,0.0,5.0,per_gpt,-1
632,1,6,3.4936342130153704,2,0,75,1.0,186,smooth,1.0,5.0,per_gpt,1
633,2,7,0.0,0,0,75,1.0,186,smooth,2.0,5.0,per_gpt,1
634,3,4,59.18715728401014,45,0,75,1.0,186,smooth,3.0,5.0,per_gpt,3
635,4,3,74.44234881705704,57,0,75,1.0,186,smooth,4.0,5.0,per_gpt,1
636,5,2,70.7726114755007,53,0,75,1.0,186,smooth,5.0,5.0,per_gpt,1
637,0,4,43.23015520189186,25,36,61,1.0,187,rough,0.0,5.0,per_gpt,-1
638,1,5,50.09537731557801,31,36,61,1.0,187,rough,1.0,5.0,per_gpt,1
639,2,6,46.54159510808787,28,36,61,1.0,187,rough,2.0,5.0,per_gpt,1
640,3,7,64.35586453122652,39,36,61,1.0,187,rough,3.0,5.0,per_gpt,1
641,4,8,61.46341535903142,37,36,61,1.0,187,rough,4.0,5.0,per_gpt,1
642,5,9,69.24734701156649,43,36,61,1.0,187,rough,5.0,5.0,per_gpt,1
643,0,22,100.0,69,7,70,1.0,188,rough,0.0,10.0,per_gpt,-1
644,1,21,56.220827971697474,39,7,70,1.0,188,rough,1.0,10.0,per_gpt,1
645,2,20,14.581749675322689,10,7,70,1.0,188,rough,2.0,10.0,per_gpt,1
646,3,23,72.68443233895277,51,7,70,1.0,188,rough,3.0,10.0,per_gpt,3
647,4,24,38.762589327331,26,7,70,1.0,188,rough,4.0,10.0,per_gpt,1
648,5,19,35.838997480669235,25,7,70,1.0,188,rough,5.0,10.0,per_gpt,5
649,6,23,72.68443233895277,51,7,70,1.0,188,rough,6.0,10.0,per_gpt,4
650,7,25,42.749904863632196,29,7,70,1.0,188,rough,7.0,10.0,per_gpt,2
651,8,26,48.57687373965502,35,7,70,1.0,188,rough,8.0,10.0,per_gpt,1
652,9,27,28.98055547052017,20,7,70,1.0,188,rough,9.0,10.0,per_gpt,1
653,10,23,72.68443233895277,50,7,70,1.0,188,rough,10.0,10.0,per_gpt,4
654,0,20,60.21641643355382,39,14,63,1.0,189,smooth,0.0,5.0,per_gpt,-1
655,1,19,68.90791048065594,43,14,63,1.0,189,smooth,1.0,5.0,per_gpt,1
656,2,18,64.29258140521318,40,14,63,1.0,189,smooth,2.0,5.0,per_gpt,1
657,3,21,47.24077311850899,30,14,63,1.0,189,smooth,3.0,5.0,per_gpt,3
658,4,19,68.90791048065594,42,14,63,1.0,189,smooth,4.0,5.0,per_gpt,2
659,5,20,60.21641643355382,37,14,63,1.0,189,smooth,5.0,5.0,per_gpt,1
660,0,23,41.37768603504695,30,22,75,0.0,18,rough,0.0,10.0,per_gpt,-1
661,1,22,76.8811866924589,59,22,75,0.0,18,rough,1.0,10.0,per_gpt,1
662,2,21,83.43249292753156,63,22,75,0.0,18,rough,2.0,10.0,per_gpt,1
663,3,24,0.0,3,22,75,0.0,18,rough,3.0,10.0,per_gpt,3
664,4,25,17.28062576320999,13,22,75,0.0,18,rough,4.0,10.0,per_gpt,1
665,5,20,26.41781492757081,19,22,75,0.0,18,rough,5.0,10.0,per_gpt,5
666,6,19,32.5165264267712,23,22,75,0.0,18,rough,6.0,10.0,per_gpt,1
667,7,18,68.15934905088305,52,22,75,0.0,18,rough,7.0,10.0,per_gpt,1
668,8,17,89.40419898399635,68,22,75,0.0,18,rough,8.0,10.0,per_gpt,1
669,9,16,59.658131333982546,44,22,75,0.0,18,rough,9.0,10.0,per_gpt,1
670,10,15,32.201080619597214,24,22,75,0.0,18,rough,10.0,10.0,per_gpt,1
671,0,5,55.03712021650681,44,12,78,1.0,190,rough,0.0,5.0,per_gpt,-1
672,1,6,35.96926243455298,29,12,78,1.0,190,rough,1.0,5.0,per_gpt,1
673,2,7,6.24294832780476,6,12,78,1.0,190,rough,2.0,5.0,per_gpt,1
674,3,4,12.60834807113665,10,12,78,1.0,190,rough,3.0,5.0,per_gpt,3
675,4,5,55.03712021650681,41,12,78,1.0,190,rough,4.0,5.0,per_gpt,1
676,5,6,35.96926243455298,29,12,78,1.0,190,rough,5.0,5.0,per_gpt,1
677,0,14,45.34448810514604,35,9,80,1.0,191,rough,0.0,10.0,per_gpt,-1
678,1,15,63.03598567721448,51,9,80,1.0,191,rough,1.0,10.0,per_gpt,1
679,2,16,56.36587149140109,47,9,80,1.0,191,rough,2.0,10.0,per_gpt,1
680,3,15,63.03598567721448,50,9,80,1.0,191,rough,3.0,10.0,per_gpt,1
681,4,17,40.37794353405534,33,9,80,1.0,191,rough,4.0,10.0,per_gpt,2
682,5,15,63.03598567721448,50,9,80,1.0,191,rough,5.0,10.0,per_gpt,2
683,6,18,26.79680392165098,22,9,80,1.0,191,rough,6.0,10.0,per_gpt,3
684,7,15,63.03598567721448,51,9,80,1.0,191,rough,7.0,10.0,per_gpt,3
685,8,19,27.48724008730242,21,9,80,1.0,191,rough,8.0,10.0,per_gpt,4
686,9,15,63.03598567721448,50,9,80,1.0,191,rough,9.0,10.0,per_gpt,4
687,10,20,66.84617586028764,53,9,80,1.0,191,rough,10.0,10.0,per_gpt,5
688,0,2,57.861657306463975,42,31,71,1.0,192,smooth,0.0,10.0,per_gpt,-1
689,1,3,47.11801110670606,34,31,71,1.0,192,smooth,1.0,10.0,per_gpt,1
690,2,4,46.891607212233026,33,31,71,1.0,192,smooth,2.0,10.0,per_gpt,1
691,3,1,66.38809927759135,46,31,71,1.0,192,smooth,3.0,10.0,per_gpt,3
692,4,2,57.861657306463975,41,31,71,1.0,192,smooth,4.0,10.0,per_gpt,1
693,5,3,47.11801110670606,32,31,71,1.0,192,smooth,5.0,10.0,per_gpt,1
694,6,4,46.891607212233026,35,31,71,1.0,192,smooth,6.0,10.0,per_gpt,1
695,7,5,42.023295582912354,30,31,71,1.0,192,smooth,7.0,10.0,per_gpt,1
696,8,6,24.113458505270298,15,31,71,1.0,192,smooth,8.0,10.0,per_gpt,1
697,9,2,57.861657306463975,40,31,71,1.0,192,smooth,9.0,10.0,per_gpt,4
698,10,1,66.38809927759135,47,31,71,1.0,192,smooth,10.0,10.0,per_gpt,1
699,0,2,24.833029512406497,17,27,78,1.0,193,rough,0.0,5.0,per_gpt,-1
700,1,3,78.51749117361209,61,27,78,1.0,193,rough,1.0,5.0,per_gpt,1
701,2,4,74.41474206765348,58,27,78,1.0,193,rough,2.0,5.0,per_gpt,1
702,3,5,62.3760777642158,48,27,78,1.0,193,rough,3.0,5.0,per_gpt,1
703,4,6,29.29596881295136,24,27,78,1.0,193,rough,4.0,5.0,per_gpt,1
704,5,3,78.51749117361209,61,27,78,1.0,193,rough,5.0,5.0,per_gpt,3
705,0,11,51.17501611414308,33,16,62,1.0,194,smooth,0.0,10.0,per_gpt,-1
706,1,12,40.44416970377967,24,16,62,1.0,194,smooth,1.0,10.0,per_gpt,1
707,2,13,63.68547507086848,41,16,62,1.0,194,smooth,2.0,10.0,per_gpt,1
708,3,14,93.23734493858716,59,16,62,1.0,194,smooth,3.0,10.0,per_gpt,1
709,4,15,100.0,62,16,62,1.0,194,smooth,4.0,10.0,per_gpt,1
710,5,16,82.13307932327865,50,16,62,1.0,194,smooth,5.0,10.0,per_gpt,1
711,6,17,52.89522702803197,34,16,62,1.0,194,smooth,6.0,10.0,per_gpt,1
712,7,15,100.0,62,16,62,1.0,194,smooth,7.0,10.0,per_gpt,2
713,8,14,93.23734493858716,58,16,62,1.0,194,smooth,8.0,10.0,per_gpt,1
714,9,15,100.0,62,16,62,1.0,194,smooth,9.0,10.0,per_gpt,1
715,10,14,93.23734493858716,58,16,62,1.0,194,smooth,10.0,10.0,per_gpt,1
716,0,25,49.57695194975224,31,17,61,1.0,195,rough,0.0,10.0,per_gpt,-1
717,1,26,50.837389412921,30,17,61,1.0,195,rough,1.0,10.0,per_gpt,1
718,2,24,29.54206500372349,19,17,61,1.0,195,rough,2.0,10.0,per_gpt,2
719,3,27,54.90802756920385,33,17,61,1.0,195,rough,3.0,10.0,per_gpt,3
720,4,28,64.27444382856763,40,17,61,1.0,195,rough,4.0,10.0,per_gpt,1
721,5,29,87.14406805005027,53,17,61,1.0,195,rough,5.0,10.0,per_gpt,1
722,6,30,60.531068247464994,35,17,61,1.0,195,rough,6.0,10.0,per_gpt,1
723,7,29,87.14406805005027,52,17,61,1.0,195,rough,7.0,10.0,per_gpt,1
724,8,28,64.27444382856763,39,17,61,1.0,195,rough,8.0,10.0,per_gpt,1
725,9,27,54.90802756920385,36,17,61,1.0,195,rough,9.0,10.0,per_gpt,1
726,10,26,50.837389412921,29,17,61,1.0,195,rough,10.0,10.0,per_gpt,1
727,0,20,54.887106953429374,40,3,74,1.0,196,smooth,0.0,10.0,per_gpt,-1
728,1,19,34.630916848469404,27,3,74,1.0,196,smooth,1.0,10.0,per_gpt,1
729,2,18,3.60493064443643,3,3,74,1.0,196,smooth,2.0,10.0,per_gpt,1
730,3,21,43.00722619829549,32,3,74,1.0,196,smooth,3.0,10.0,per_gpt,3
731,4,22,16.649204100866168,13,3,74,1.0,196,smooth,4.0,10.0,per_gpt,1
732,5,23,0.0,0,3,74,1.0,196,smooth,5.0,10.0,per_gpt,1
733,6,24,1.77582321817013,1,3,74,1.0,196,smooth,6.0,10.0,per_gpt,1
734,7,25,15.257566868399438,11,3,74,1.0,196,smooth,7.0,10.0,per_gpt,1
735,8,26,24.88926002354922,20,3,74,1.0,196,smooth,8.0,10.0,per_gpt,1
736,9,27,25.272052472815282,17,3,74,1.0,196,smooth,9.0,10.0,per_gpt,1
737,10,28,25.837550963681732,20,3,74,1.0,196,smooth,10.0,10.0,per_gpt,1
738,0,25,90.40468366975833,60,37,67,1.0,197,rough,0.0,10.0,per_gpt,-1
739,1,24,91.12850974406668,62,37,67,1.0,197,rough,1.0,10.0,per_gpt,1
740,2,26,99.98818439063,68,37,67,1.0,197,rough,2.0,10.0,per_gpt,2
741,3,27,100.0,68,37,67,1.0,197,rough,3.0,10.0,per_gpt,1
742,4,28,53.823808967295115,36,37,67,1.0,197,rough,4.0,10.0,per_gpt,1
743,5,23,73.16097803430914,49,37,67,1.0,197,rough,5.0,10.0,per_gpt,5
744,6,26,99.98818439063,67,37,67,1.0,197,rough,6.0,10.0,per_gpt,3
745,7,25,90.40468366975833,59,37,67,1.0,197,rough,7.0,10.0,per_gpt,1
746,8,24,91.12850974406668,60,37,67,1.0,197,rough,8.0,10.0,per_gpt,1
747,9,27,100.0,67,37,67,1.0,197,rough,9.0,10.0,per_gpt,3
748,10,26,99.98818439063,67,37,67,1.0,197,rough,10.0,10.0,per_gpt,1
749,0,7,66.20576666663932,53,24,77,1.0,198,smooth,0.0,10.0,per_gpt,-1
750,1,8,90.68470642522732,70,24,77,1.0,198,smooth,1.0,10.0,per_gpt,1
751,2,9,100.0,77,24,77,1.0,198,smooth,2.0,10.0,per_gpt,1
752,3,10,92.2082235799452,71,24,77,1.0,198,smooth,3.0,10.0,per_gpt,1
753,4,11,75.1695372131809,58,24,77,1.0,198,smooth,4.0,10.0,per_gpt,1
754,5,9,100.0,78,24,77,1.0,198,smooth,5.0,10.0,per_gpt,2
755,6,8,90.68470642522732,69,24,77,1.0,198,smooth,6.0,10.0,per_gpt,1
756,7,9,100.0,77,24,77,1.0,198,smooth,7.0,10.0,per_gpt,1
757,8,8,90.68470642522732,71,24,77,1.0,198,smooth,8.0,10.0,per_gpt,1
758,9,9,100.0,78,24,77,1.0,198,smooth,9.0,10.0,per_gpt,1
759,10,8,90.68470642522732,70,24,77,1.0,198,smooth,10.0,10.0,per_gpt,1
760,0,11,58.889251653765015,42,37,73,1.0,199,smooth,0.0,10.0,per_gpt,-1
761,1,12,47.397627902311015,36,37,73,1.0,199,smooth,1.0,10.0,per_gpt,1
762,2,13,50.35496371463438,37,37,73,1.0,199,smooth,2.0,10.0,per_gpt,1
763,3,14,61.4638199562407,44,37,73,1.0,199,smooth,3.0,10.0,per_gpt,1
764,4,15,68.69090823390623,50,37,73,1.0,199,smooth,4.0,10.0,per_gpt,1
765,5,16,70.01322132217902,51,37,73,1.0,199,smooth,5.0,10.0,per_gpt,1
766,6,17,75.07924219434277,56,37,73,1.0,199,smooth,6.0,10.0,per_gpt,1
767,7,18,84.98080023590387,63,37,73,1.0,199,smooth,7.0,10.0,per_gpt,1
768,8,17,75.07924219434277,55,37,73,1.0,199,smooth,8.0,10.0,per_gpt,1
769,9,16,70.01322132217902,51,37,73,1.0,199,smooth,9.0,10.0,per_gpt,1
770,10,15,68.69090823390623,48,37,73,1.0,199,smooth,10.0,10.0,per_gpt,1
771,0,3,26.425330186519158,20,19,77,0.2,19,rough,0.0,10.0,per_gpt,-1
772,1,4,38.03759917727276,28,19,77,0.2,19,rough,1.0,10.0,per_gpt,1
773,2,5,48.83116475922681,39,19,77,0.2,19,rough,2.0,10.0,per_gpt,1
774,3,6,39.26874657528152,31,19,77,0.2,19,rough,3.0,10.0,per_gpt,1
775,4,7,27.22430179886226,21,19,77,0.2,19,rough,4.0,10.0,per_gpt,1
776,5,8,50.35127606287736,38,19,77,0.2,19,rough,5.0,10.0,per_gpt,1
777,6,9,51.85585717629998,38,19,77,0.2,19,rough,6.0,10.0,per_gpt,1
778,7,10,54.88188641039034,43,19,77,0.2,19,rough,7.0,10.0,per_gpt,1
779,8,11,74.59675833050228,56,19,77,0.2,19,rough,8.0,10.0,per_gpt,1
780,9,12,88.42934598303646,68,19,77,0.2,19,rough,9.0,10.0,per_gpt,1
781,10,13,100.0,76,19,77,0.2,19,rough,10.0,10.0,per_gpt,1
782,0,18,65.09898737549125,45,39,70,0.2,1,rough,0.0,10.0,per_gpt,-1
783,1,19,25.70548916436322,18,39,70,0.2,1,rough,1.0,10.0,per_gpt,1
784,2,17,100.0,70,39,70,0.2,1,rough,2.0,10.0,per_gpt,2
785,3,16,67.27279360336192,48,39,70,0.2,1,rough,3.0,10.0,per_gpt,1
786,4,20,0.0,1,39,70,0.2,1,rough,4.0,10.0,per_gpt,4
787,5,15,20.92814497667947,15,39,70,0.2,1,rough,5.0,10.0,per_gpt,5
788,6,17,100.0,70,39,70,0.2,1,rough,6.0,10.0,per_gpt,2
789,7,18,65.09898737549125,46,39,70,0.2,1,rough,7.0,10.0,per_gpt,1
790,8,17,100.0,71,39,70,0.2,1,rough,8.0,10.0,per_gpt,1
791,9,18,65.09898737549125,46,39,70,0.2,1,rough,9.0,10.0,per_gpt,1
792,10,17,100.0,71,39,70,0.2,1,rough,10.0,10.0,per_gpt,1
793,0,22,0.0,0,7,72,0.0,1,smooth,,,per_gpt,5
794,1,23,4.92917247315642,4,7,72,0.0,1,smooth,,,per_gpt,1
795,2,24,34.67876179219534,25,7,72,0.0,1,smooth,,,per_gpt,1
796,3,25,72.6408910035048,50,7,72,0.0,1,smooth,,,per_gpt,1
797,4,26,89.30266146657661,63,7,72,0.0,1,smooth,,,per_gpt,1
798,5,27,77.98297914266749,56,7,72,0.0,1,smooth,,,per_gpt,1
799,6,28,61.30491126901965,43,7,72,0.0,1,smooth,,,per_gpt,1
800,7,25,72.6408910035048,53,7,72,0.0,1,smooth,,,per_gpt,3
801,8,26,89.30266146657661,62,7,72,0.0,1,smooth,,,per_gpt,1
802,9,27,77.98297914266749,57,7,72,0.0,1,smooth,,,per_gpt,1
803,10,28,61.30491126901965,44,7,72,0.0,1,smooth,,,per_gpt,1
804,0,14,48.35283363563987,31,38,66,0.6,200,rough,0.0,10.0,per_gpt,-1
805,1,15,64.36020801376505,44,38,66,0.6,200,rough,1.0,10.0,per_gpt,1
806,2,16,93.87325506776064,62,38,66,0.6,200,rough,2.0,10.0,per_gpt,1
807,3,17,67.85432713507504,44,38,66,0.6,200,rough,3.0,10.0,per_gpt,1
808,4,18,39.99882993131025,28,38,66,0.6,200,rough,4.0,10.0,per_gpt,1
809,5,16,93.87325506776064,61,38,66,0.6,200,rough,5.0,10.0,per_gpt,2
810,6,15,64.36020801376505,45,38,66,0.6,200,rough,6.0,10.0,per_gpt,1
811,7,16,93.87325506776064,59,38,66,0.6,200,rough,7.0,10.0,per_gpt,1
812,8,15,64.36020801376505,43,38,66,0.6,200,rough,8.0,10.0,per_gpt,1
813,9,16,93.87325506776064,64,38,66,0.6,200,rough,9.0,10.0,per_gpt,1
814,10,15,64.36020801376505,42,38,66,0.6,200,rough,10.0,10.0,per_gpt,1
815,0,13,79.87810078357164,52,30,66,0.6,201,rough,0.0,10.0,per_gpt,-1
816,1,14,39.4429334037108,25,30,66,0.6,201,rough,1.0,10.0,per_gpt,1
817,2,12,67.39809430179767,43,30,66,0.6,201,rough,2.0,10.0,per_gpt,2
818,3,11,75.05541501198792,50,30,66,0.6,201,rough,3.0,10.0,per_gpt,1
819,4,15,0.0,0,30,66,0.6,201,rough,4.0,10.0,per_gpt,4
820,5,16,7.331508344816321,5,30,66,0.6,201,rough,5.0,10.0,per_gpt,1
821,6,11,75.05541501198792,48,30,66,0.6,201,rough,6.0,10.0,per_gpt,5
822,7,12,67.39809430179767,46,30,66,0.6,201,rough,7.0,10.0,per_gpt,1
823,8,11,75.05541501198792,49,30,66,0.6,201,rough,8.0,10.0,per_gpt,1
824,9,12,67.39809430179767,44,30,66,0.6,201,rough,9.0,10.0,per_gpt,1
825,10,11,75.05541501198792,52,30,66,0.6,201,rough,10.0,10.0,per_gpt,1
826,0,23,68.73480977629163,48,13,70,0.6,202,rough,0.0,10.0,per_gpt,-1
827,1,24,85.78289439670664,60,13,70,0.6,202,rough,1.0,10.0,per_gpt,1
828,2,25,83.5059450382272,60,13,70,0.6,202,rough,2.0,10.0,per_gpt,1
829,3,26,59.81090253993594,41,13,70,0.6,202,rough,3.0,10.0,per_gpt,1
830,4,25,83.5059450382272,60,13,70,0.6,202,rough,4.0,10.0,per_gpt,1
831,5,24,85.78289439670664,60,13,70,0.6,202,rough,5.0,10.0,per_gpt,1
832,6,25,83.5059450382272,58,13,70,0.6,202,rough,6.0,10.0,per_gpt,1
833,7,24,85.78289439670664,61,13,70,0.6,202,rough,7.0,10.0,per_gpt,1
834,8,25,83.5059450382272,59,13,70,0.6,202,rough,8.0,10.0,per_gpt,1
835,9,24,85.78289439670664,62,13,70,0.6,202,rough,9.0,10.0,per_gpt,1
836,10,25,83.5059450382272,59,13,70,0.6,202,rough,10.0,10.0,per_gpt,1
837,0,18,14.93996640954031,10,10,60,0.6,203,rough,0.0,10.0,per_gpt,-1
838,1,17,51.87488927640268,32,10,60,0.6,203,rough,1.0,10.0,per_gpt,1
839,2,19,0.0,1,10,60,0.6,203,rough,2.0,10.0,per_gpt,2
840,3,16,100.0,59,10,60,0.6,203,rough,3.0,10.0,per_gpt,3
841,4,15,62.15778629619544,37,10,60,0.6,203,rough,4.0,10.0,per_gpt,1
842,5,14,55.617281832915765,34,10,60,0.6,203,rough,5.0,10.0,per_gpt,1
843,6,20,37.61734089277076,22,10,60,0.6,203,rough,6.0,10.0,per_gpt,6
844,7,13,44.25482142862454,26,10,60,0.6,203,rough,7.0,10.0,per_gpt,7
845,8,12,53.89318183899125,32,10,60,0.6,203,rough,8.0,10.0,per_gpt,1
846,9,11,99.44976369171053,61,10,60,0.6,203,rough,9.0,10.0,per_gpt,1
847,10,10,96.31410498633852,58,10,60,0.6,203,rough,10.0,10.0,per_gpt,1
848,0,14,78.33944807524091,51,3,64,0.6,204,rough,0.0,10.0,per_gpt,-1
849,1,15,67.81859873024032,45,3,64,0.6,204,rough,1.0,10.0,per_gpt,1
850,2,13,93.5724702067916,60,3,64,0.6,204,rough,2.0,10.0,per_gpt,2
851,3,12,100.0,65,3,64,0.6,204,rough,3.0,10.0,per_gpt,1
852,4,11,99.52541178795606,63,3,64,0.6,204,rough,4.0,10.0,per_gpt,1
853,5,16,24.28700607558257,15,3,64,0.6,204,rough,5.0,10.0,per_gpt,5
854,6,17,16.78778422723857,13,3,64,0.6,204,rough,6.0,10.0,per_gpt,1
855,7,18,37.69557993226995,24,3,64,0.6,204,rough,7.0,10.0,per_gpt,1
856,8,19,22.3965118669288,14,3,64,0.6,204,rough,8.0,10.0,per_gpt,1
857,9,20,0.0,0,3,64,0.6,204,rough,9.0,10.0,per_gpt,1
858,10,13,93.5724702067916,61,3,64,0.6,204,rough,10.0,10.0,per_gpt,7
859,0,5,53.40721961438706,35,8,62,1.0,205,rough,0.0,10.0,per_gpt,-1
860,1,6,76.73303530416851,47,8,62,1.0,205,rough,1.0,10.0,per_gpt,1
861,2,7,67.49289328630887,41,8,62,1.0,205,rough,2.0,10.0,per_gpt,1
862,3,8,57.692717658428506,34,8,62,1.0,205,rough,3.0,10.0,per_gpt,1
863,4,9,52.83079665477357,32,8,62,1.0,205,rough,4.0,10.0,per_gpt,1
864,5,10,41.71034473984963,27,8,62,1.0,205,rough,5.0,10.0,per_gpt,1
865,6,11,64.59187672257227,39,8,62,1.0,205,rough,6.0,10.0,per_gpt,1
866,7,12,67.47111689714541,42,8,62,1.0,205,rough,7.0,10.0,per_gpt,1
867,8,6,76.73303530416851,48,8,62,1.0,205,rough,8.0,10.0,per_gpt,6
868,9,7,67.49289328630887,42,8,62,1.0,205,rough,9.0,10.0,per_gpt,1
869,10,8,57.692717658428506,36,8,62,1.0,205,rough,10.0,10.0,per_gpt,1
870,0,29,10.42331415032915,6,21,61,0.6,206,rough,0.0,10.0,per_gpt,-1
871,1,28,55.028737471933354,32,21,61,0.6,206,rough,1.0,10.0,per_gpt,1
872,2,27,68.56716851248802,42,21,61,0.6,206,rough,2.0,10.0,per_gpt,1
873,3,26,33.90786089482476,22,21,61,0.6,206,rough,3.0,10.0,per_gpt,1
874,4,28,55.028737471933354,32,21,61,0.6,206,rough,4.0,10.0,per_gpt,2
875,5,27,68.56716851248802,43,21,61,0.6,206,rough,5.0,10.0,per_gpt,1
876,6,25,31.062338061532017,21,21,61,0.6,206,rough,6.0,10.0,per_gpt,2
877,7,28,55.028737471933354,35,21,61,0.6,206,rough,7.0,10.0,per_gpt,3
878,8,27,68.56716851248802,43,21,61,0.6,206,rough,8.0,10.0,per_gpt,1
879,9,28,55.028737471933354,33,21,61,0.6,206,rough,9.0,10.0,per_gpt,1
880,10,27,68.56716851248802,44,21,61,0.6,206,rough,10.0,10.0,per_gpt,1
881,0,28,53.15619748611723,36,26,68,0.8,207,rough,0.0,10.0,per_gpt,-1
882,1,27,77.89387356153767,54,26,68,0.8,207,rough,1.0,10.0,per_gpt,1
883,2,26,100.0,69,26,68,0.8,207,rough,2.0,10.0,per_gpt,1
884,3,25,81.4003284113426,55,26,68,0.8,207,rough,3.0,10.0,per_gpt,1
885,4,29,48.01531713828332,32,26,68,0.8,207,rough,4.0,10.0,per_gpt,4
886,5,30,36.32565978712885,25,26,68,0.8,207,rough,5.0,10.0,per_gpt,1
887,6,27,77.89387356153767,55,26,68,0.8,207,rough,6.0,10.0,per_gpt,3
888,7,26,100.0,69,26,68,0.8,207,rough,7.0,10.0,per_gpt,1
889,8,25,81.4003284113426,55,26,68,0.8,207,rough,8.0,10.0,per_gpt,1
890,9,27,77.89387356153767,54,26,68,0.8,207,rough,9.0,10.0,per_gpt,2
891,10,26,100.0,68,26,68,0.8,207,rough,10.0,10.0,per_gpt,1
892,0,29,10.42331415032915,7,21,66,0.6,208,rough,0.0,10.0,per_gpt,-1
893,1,28,55.028737471933354,36,21,66,0.6,208,rough,1.0,10.0,per_gpt,1
894,2,30,31.60131356517615,22,21,66,0.6,208,rough,2.0,10.0,per_gpt,2
895,3,27,68.56716851248802,46,21,66,0.6,208,rough,3.0,10.0,per_gpt,3
896,4,26,33.90786089482476,24,21,66,0.6,208,rough,4.0,10.0,per_gpt,1
897,5,25,31.062338061532017,21,21,66,0.6,208,rough,5.0,10.0,per_gpt,1
898,6,28,55.028737471933354,36,21,66,0.6,208,rough,6.0,10.0,per_gpt,3
899,7,27,68.56716851248802,44,21,66,0.6,208,rough,7.0,10.0,per_gpt,1
900,8,28,55.028737471933354,35,21,66,0.6,208,rough,8.0,10.0,per_gpt,1
901,9,27,68.56716851248802,45,21,66,0.6,208,rough,9.0,10.0,per_gpt,1
902,10,28,55.028737471933354,35,21,66,0.6,208,rough,10.0,10.0,per_gpt,1
903,0,8,45.01187392193389,36,31,79,0.8,209,rough,0.0,10.0,per_gpt,-1
904,1,9,27.163171404823327,22,31,79,0.8,209,rough,1.0,10.0,per_gpt,1
905,2,7,64.33835320897964,51,31,79,0.8,209,rough,2.0,10.0,per_gpt,2
906,3,6,97.68013552482584,77,31,79,0.8,209,rough,3.0,10.0,per_gpt,1
907,4,5,100.0,80,31,79,0.8,209,rough,4.0,10.0,per_gpt,1
908,5,4,48.97322865532834,39,31,79,0.8,209,rough,5.0,10.0,per_gpt,1
909,6,3,44.09085103028616,34,31,79,0.8,209,rough,6.0,10.0,per_gpt,1
910,7,2,52.89763881655387,41,31,79,0.8,209,rough,7.0,10.0,per_gpt,1
911,8,1,55.18513724643906,45,31,79,0.8,209,rough,8.0,10.0,per_gpt,1
912,9,7,64.33835320897964,50,31,79,0.8,209,rough,9.0,10.0,per_gpt,6
913,10,6,97.68013552482584,77,31,79,0.8,209,rough,10.0,10.0,per_gpt,1
914,0,13,46.79262364569895,30,36,65,0.4,20,rough,0.0,10.0,per_gpt,-1
915,1,12,50.03253431802426,31,36,65,0.4,20,rough,1.0,10.0,per_gpt,1
916,2,14,42.17594514738947,28,36,65,0.4,20,rough,2.0,10.0,per_gpt,2
917,3,11,74.20720550611297,50,36,65,0.4,20,rough,3.0,10.0,per_gpt,3
918,4,15,48.10837447895743,33,36,65,0.4,20,rough,4.0,10.0,per_gpt,4
919,5,16,77.07230424640541,50,36,65,0.4,20,rough,5.0,10.0,per_gpt,1
920,6,17,86.06687442765384,56,36,65,0.4,20,rough,6.0,10.0,per_gpt,1
921,7,18,88.54780200836802,58,36,65,0.4,20,rough,7.0,10.0,per_gpt,1
922,8,19,100.0,66,36,65,0.4,20,rough,8.0,10.0,per_gpt,1
923,9,20,73.82086968348925,48,36,65,0.4,20,rough,9.0,10.0,per_gpt,1
924,10,19,100.0,64,36,65,0.4,20,rough,10.0,10.0,per_gpt,1
925,0,4,43.35360090946156,30,6,71,0.6,210,rough,0.0,10.0,per_gpt,-1
926,1,5,16.94480926269691,11,6,71,0.6,210,rough,1.0,10.0,per_gpt,1
927,2,3,71.25645622989514,49,6,71,0.6,210,rough,2.0,10.0,per_gpt,2
928,3,2,19.10771969892208,12,6,71,0.6,210,rough,3.0,10.0,per_gpt,1
929,4,6,31.370277346534348,23,6,71,0.6,210,rough,4.0,10.0,per_gpt,4
930,5,3,71.25645622989514,51,6,71,0.6,210,rough,5.0,10.0,per_gpt,3
931,6,7,37.444455240846395,25,6,71,0.6,210,rough,6.0,10.0,per_gpt,4
932,7,8,8.09117159078142,5,6,71,0.6,210,rough,7.0,10.0,per_gpt,1
